date,region,output_gap,inflation,unemployment,gdp_growth,house_price_index,house_price_growth,fed_funds_rate
2005-03-31,CA,-0.4410431345292698,2.5411195351154214,6.77912375355258,4.067726485401373,194.7562051493582,2.092126060648538,2.1394049693992696
2005-06-30,CA,-0.4893512345597174,3.26618666210155,6.512973343648259,3.1950965711147044,202.23413172054333,3.8396345654046407,2.90225767943468
2005-09-30,CA,-0.28852330044146307,4.104476869286193,6.757379504461504,3.8867066408384483,207.9960414312454,2.8491282167265988,2.489458751777902
2005-12-31,CA,-1.3417648592797895,2.0781335176072226,7.281412507312151,3.943175464673703,212.97604581050786,2.394278441548426,2.5113876412564062
2006-03-31,CA,-1.3747415811159986,2.0268656441203063,7.280366265114463,3.7144755722117533,217.72880298142954,2.2315923618707774,3.116820122844871
2006-06-30,CA,-0.8735810350133062,2.8278931869297876,7.031284941610288,2.4498311553547523,224.3569374095243,3.0442157111662036,2.8862845412978295
2006-09-30,CA,-1.5323015864471565,2.48448540254377,6.730143911576149,3.05571698939561,224.47988051435635,0.05479799566332666,3.029746355056947
2006-12-31,CA,-0.7720526958364717,2.930271065913529,6.2838882593366305,2.3730308867937113,229.71514811386143,2.332176757894455,3.327061240120922
2007-03-31,CA,-1.0209478390205742,2.537364356407929,6.3469086812786975,2.7488444484353103,237.29557466915287,3.29992454460778,0.2715389122024454
2007-06-30,CA,-0.9480184871490234,1.60380477829521,6.248310533366372,1.2858372389540467,245.78923758810075,3.5793600157904693,0.257250448865588
2007-09-30,CA,-1.1449782307878338,1.2837033636821147,6.519965504309806,2.404003142650194,259.0555976260939,5.3974535940525055,0.2502054933573216
2007-12-31,CA,0.6803377860556666,1.8726686243409714,6.0049513329398545,2.6050224690150743,274.2275077612741,5.856623162831051,0.24184269683034945
2008-03-31,CA,0.4654386704486195,1.6163257638690105,5.83111293751667,3.2101780044959214,287.34877445891857,4.7848105409859105,0.26362968437849493
2008-06-30,CA,-0.5203616738506867,2.0645180953465934,5.963019724456491,1.9377629400712257,301.21737689442216,4.8264004123972075,0.273296099371966
2008-09-30,CA,0.29378275798707065,1.635057867930468,5.6691580745929455,1.773148068553558,312.0487386036017,3.595862171316892,0.2419841633632291
2008-12-31,CA,-0.7710269893858684,2.2958589845100636,6.036718060131264,1.3316761087529523,319.0085726231913,2.230367618447822,0.2623152751747387
2009-03-31,CA,-0.3726280165663035,0.11439224513426183,6.647120915976811,1.3571172680823316,326.25326377738577,2.2710020281341414,0.23644613111242369
2009-06-30,CA,-1.828575710700233,1.098265369420479,6.615231510378219,3.574133948853364,330.05958586675763,1.1666770916869877,0.24784636616974443
2009-09-30,CA,-2.3425518366089078,1.0248088515715559,6.828392267513798,1.606475709633995,334.74121965957755,1.4184207922716814,0.25132577844001935
2009-12-31,CA,-1.4822972969309365,0.40853556043544303,6.255303509445674,2.364092723510081,340.07039475031803,1.592028342419294,0.2613032942645637
2010-03-31,CA,-0.4468348438553271,0.3972098106626032,6.2970411454179995,3.9222421400262677,350.91967997471016,3.1903057107801813,0.25308149124168133
2010-06-30,CA,-0.17568976574675257,0.937133297040817,5.736501611204269,2.246148967399831,363.5549411877661,3.600613454898421,0.2503384089491103
2010-09-30,CA,-0.2155014619333192,2.1751653779715614,5.795040170684779,1.9783128738318565,374.0850313488136,2.89642333745892,0.2690265223824829
2010-12-31,CA,-0.39173397982475444,2.2946228497995347,6.523596835669471,1.1853718111330938,386.3335823499173,3.274269210115144,0.25453207652762033
2011-03-31,CA,-1.45703137817127,1.3967892898611376,7.147829046736447,0.918086131945506,395.60469354667765,2.3997683919600776,0.2617181401317716
2011-06-30,CA,-1.595797331435656,2.17655762924158,7.0024911245022965,-0.2683547877851944,406.7456550373535,2.8161853669618684,0.25461684885895364
2011-09-30,CA,-1.4855691487727891,3.1176237742916504,6.2906729050956285,2.776174373085997,419.1793215597736,3.0568652346828857,0.2559175128480938
2011-12-31,CA,-0.19420062316581965,2.4653853418114067,5.298696904232246,2.9293837884407825,434.2744241366935,3.6011085949447037,0.26896053539748843
2012-03-31,CA,0.1389541954386954,2.0353148434560824,5.776808879487571,5.072868525481434,445.89626587296937,2.6761515508031986,0.2529836686194107
2012-06-30,CA,-1.3131641874831004,1.0734872568879483,6.734878034784223,2.058023518175664,455.50367978646904,2.1546298206131755,0.24559496810657666
2012-09-30,CA,-0.6599477557223342,2.4278973471229697,6.547596754744191,1.793649906067336,474.0361136282252,4.068558535123971,0.237052296353783
2012-12-31,CA,-0.7700292533386872,1.0451036911838887,6.847658714397913,1.2205456375444241,486.81731712899784,2.6962510098537855,0.2457738546089557
2013-03-31,CA,-1.080558077581848,1.6334024460280399,7.201340834437781,2.1041637488012843,498.9546258217921,2.493195756546613,0.2339996574156848
2013-06-30,CA,-0.26704962323459924,2.23245300461083,6.846526859304055,2.3714279543049437,507.98840692876075,1.8105416082854822,0.24988454291290407
2013-09-30,CA,0.6378648817325414,2.5915207328393484,6.482695464826172,2.305563001202909,520.0803709398365,2.3803621984569245,0.2370272158651764
2013-12-31,CA,1.191529512505738,3.266638631880242,6.020704294034678,1.953938643484858,529.9451204494811,1.8967740489451832,0.24430484342714848
2014-03-31,CA,0.16269664017590568,2.888600885678745,5.951364061251669,4.601137930246637,532.8724369621798,0.5523810673482048,0.23591110970031445
2014-06-30,CA,-0.1334822525578377,1.5776104734202328,6.225311599746546,3.020100983008306,535.4509610145924,0.4838914294596397,0.23266891398612694
2014-09-30,CA,0.1715731683323648,1.1747866373752287,6.5249059642302525,2.9843403821806445,529.655852012629,-1.0822856664562965,0.23817376253490624
2014-12-31,CA,0.9005373195305427,0.514248645691971,5.717587850626679,2.4784197677452804,536.3369898643366,1.2614111269270518,0.2504533312789453
2015-03-31,CA,0.24703673339514787,0.8906993146819024,5.374255474991899,2.7630503264452875,537.158277299623,0.15312899367507393,0.2445200219481039
2015-06-30,CA,0.024398532045549814,1.3709056433745688,5.367785028751243,3.752433129027315,535.5320069772702,-0.3027544005331717,0.25954990523481986
2015-09-30,CA,-0.8679890067729378,2.0097296695220117,5.690189583669401,1.1745410333325295,534.3729527366039,-0.21643043283415686,0.2641310081851721
2015-12-31,CA,-1.564557604005593,1.623750007977425,6.310193104202031,0.7588807103028665,518.0680114876212,-3.051228765505922,0.2513698775817411
2016-03-31,CA,-0.4451696648885566,1.6155201448969987,5.896914028047821,-0.6385718834393974,498.37120490417607,-3.801973128370962,0.23576947105070628
2016-06-30,CA,0.7733732574346688,1.730555088935221,5.869700499327971,2.330931587367234,481.7067190632249,-3.343789865258226,0.2586980344863768
2016-09-30,CA,0.483753182940001,1.2847154650826647,6.128114960151888,3.681660865232688,461.60831462225167,-4.172332177566181,0.25
2016-12-31,CA,1.1414535463716202,1.9045176547239049,5.632007988892869,5.896147756005931,451.3688105772797,-2.2182234852834517,0.3270899441812862
2017-03-31,CA,1.0883263024982415,1.399041933907681,5.75701875925965,3.492648394574219,441.5597695327937,-2.1731765276250794,0.4625854264236987
2017-06-30,CA,0.24573260806466957,1.5774427124355044,5.8795547932275785,3.086814255166784,432.30496999020005,-2.0959335929507352,0.5282609059991635
2017-09-30,CA,0.46112931005199986,2.2406513272921815,5.997405010640245,2.224659618555203,420.7698785101224,-2.6682763976410335,0.6307540368349451
2017-12-31,CA,1.5532197702091752,2.4910734150050624,5.721388717566653,1.853713951157726,419.0223355148588,-0.4153203650059911,0.6566852873340251
2018-03-31,CA,1.0585930078584613,0.9615426552039821,6.168319211620539,2.5693926816860833,425.1814161289303,1.4698692866822234,0.7562488650472186
2018-06-30,CA,1.992730030152128,2.1347976495344545,5.3450032241259615,3.738178223082456,438.45764492421796,3.1224856712133033,0.8646648292931894
2018-09-30,CA,-0.7008850621653062,1.7147318075880598,5.913643444748389,0.9790425997662551,446.5034059371506,1.8350144206798495,0.9763781158687914
2018-12-31,CA,0.1669024599844648,-0.11528545003872104,5.490254869736486,5.370408710278575,456.977605667121,2.3458275100917634,1.059586551667455
2019-03-31,CA,0.18646937657966234,0.8924132492970738,5.573291411989526,4.689900537682807,467.95277003149005,2.401685384198844,1.2160415654250776
2019-06-30,CA,-0.10867731676693035,1.7305023015657144,5.336673183972106,4.735669349834447,476.81669153801465,1.894191481317255,1.2456790814957384
2019-09-30,CA,-0.002665500508449395,2.1733875709941755,5.776188567310163,4.142992564311149,485.487355214046,1.8184480178458848,1.4872384492230344
2019-12-31,CA,-1.591920982036629,1.279447414215687,6.059784354660781,3.188443133799228,494.2041511516094,1.7954733205605904,1.6538927810502648
2020-03-31,CA,-1.2900821976956498,3.5610047762788986,5.945929400135263,1.8143158357232814,503.3516729096219,1.8509601217830183,1.622775364752765
2020-06-30,CA,-0.6173674811775576,2.9574813501668977,5.6059741525486375,2.966555336659974,525.3945053395352,4.379211119433591,1.7117288111546791
2020-09-30,CA,0.7501579989689227,2.9317661802267443,4.567699403802308,4.275291176205315,549.698985185971,4.625948615646262,1.6881353480857566
2020-12-31,CA,0.11049442465932785,3.1232464497740673,4.9354724528795,1.687609837538336,570.1287217099119,3.716531606298895,1.7533367458214584
2021-03-31,CA,-0.5694487850530207,1.5806260102012721,5.298146188867003,1.2909790972940258,586.7652521555278,2.9180305801328927,1.8308155809267876
2021-06-30,CA,-0.8000197844047436,2.7092638045477404,5.47432386671345,3.510444913074151,602.0158250056941,2.5990927025999007,1.8863488015252428
2021-09-30,CA,0.17230784507833885,1.6240668468601998,5.485451592981876,0.5081562332299758,622.0696460098388,3.3311119361280928,2.081948096416148
2021-12-31,CA,0.3836163792825848,2.1892087927296933,5.415020841167605,0.5572502009454663,654.2141862749644,5.167353924325248,2.2276185780801536
2022-03-31,CA,-0.15527669751582174,1.2166244437216318,5.462836208768763,2.3021020078135632,691.0814337603657,5.635348217579944,2.3107404188551333
2022-06-30,CA,0.30192025822960966,2.089848082558582,5.604875824778515,3.827844448158253,733.4400310536581,6.1293206884183595,2.435970013879246
2022-09-30,CA,0.28900622023915906,2.34192008636311,5.347820282304406,1.5099035837562043,781.1527797578159,6.505337407833297,2.432567408260834
2022-12-31,CA,0.9772203465937227,3.250556922269159,5.449728390081749,1.6199583322869877,826.1406485869678,5.759163891486075,2.554820430477935
2023-03-31,CA,0.12241176751372396,3.5392302667485187,5.817874106633305,4.222899655147634,864.6039557678857,4.6557819478687685,2.664651848027563
2023-06-30,CA,-0.17644148001860782,3.0231659871986047,5.694220265655075,5.925292911502405,901.5767004957117,4.276263655882674,2.742874842924804
2023-09-30,CA,-0.43719555851875164,2.306111159308508,5.771868225063233,1.5544118475606103,955.444227901158,5.974813609960025,2.838789977232734
2023-12-31,CA,-1.476848849468821,2.171828018197814,6.535043194381943,2.360936314968366,1011.8350351186876,5.902051168533853,2.9960856186643237
2000-03-31,TX,0.0,2.0,5.733407074031016,2.7574701430116386,103.0,3.0,4.0
2000-06-30,TX,-0.7267851462245289,2.8208318379472055,5.827274437684421,1.797515145211989,105.92767406714071,2.8424020069327214,3.784251756639204
2000-09-30,TX,-0.8115520872042289,1.0403771765826,5.412360384383696,1.1731132917868679,108.98926067988148,2.89026134077127,3.6028834685995186
2000-12-31,TX,-0.9960189400634168,1.0467510460542222,5.954221031980669,4.242168297530295,111.25670806556678,2.0804319357162537,3.8047049754965885
2001-03-31,TX,-0.010754581187091494,2.300557432728256,5.232136445877561,3.4828569103770137,112.49996972879205,1.1174711932808576,3.743538452277005
2001-06-30,TX,-0.33793619268274566,2.4638207480642276,4.82142880617463,2.7547451325381807,114.46097052455629,1.7431122874892266,3.9515253601641724
2001-09-30,TX,0.1619955327119044,2.1661944080925237,4.5625535434743565,2.5946468476721614,115.79590547398526,1.1662796002088578,4.179307901832165
2001-12-31,TX,1.7215562709559216,2.061093046912841,4.5022621067346655,2.9391543254932455,118.92072540563774,2.698558225234063,3.7304904249043505
2002-03-31,TX,2.2153786252832686,2.132358057151641,4.486063576443555,2.894641156976835,121.42533562477882,2.1061175086158332,3.6865740637591333
2002-06-30,TX,1.1993931522041807,2.041070882007284,4.880357789898114,3.18235938034367,121.36374748668335,-0.05072099474016145,3.850129593309188
2002-09-30,TX,0.562424892152006,1.8694550447918885,4.835301173248581,4.469399256230888,121.35204527048835,-0.009642266687821088,3.4883073759035694
2002-12-31,TX,0.7579531521522016,2.281436828580572,4.193317545113066,4.77454244734289,122.79090697166457,1.1856921718699152,3.210307510362828
2003-03-31,TX,-0.8043629591043647,1.263710098698786,5.387468660850949,3.3685425187044613,122.95968085766216,0.13744819560339616,3.458188188742241
2003-06-30,TX,-1.2527224673809054,2.3181338212931126,5.854729379809207,2.3495376104389143,125.76927939895907,2.2849754665102666,2.9436262873069357
2003-09-30,TX,-0.4825770486676405,2.0922092304074233,5.8807416965207695,2.07696277481759,127.27934158445193,1.2006606006723721,2.7409040973366054
2003-12-31,TX,-0.43725465098373717,2.0519545590494364,5.349646163014588,3.1464016546775806,128.90413741103117,1.2765589500643195,2.630852405093132
2004-03-31,TX,1.2420307742316576,1.7515023225032966,5.216260779478665,1.1070392994148808,131.53905893070413,2.0440938301856737,3.2875682267432413
2004-06-30,TX,0.3746674179746495,2.109825658503673,5.846684260393248,3.200946743191169,135.06707923776645,2.6821085202692068,3.759446110515418
2004-09-30,TX,-0.5752039963897913,2.3386075790647833,5.5876027443035765,1.5354242123146535,135.2440530048189,0.13102657438893983,3.188392684260376
2004-12-31,TX,-1.114336868401016,1.500337027061823,5.2140374409958925,3.16123841925007,135.98376286051064,0.5469444602235773,2.0712564464359793
2005-03-31,TX,-0.7688033781230085,1.9865993009144602,4.855083672032482,2.3731091867032523,137.70227160333124,1.2637602509818984,2.1394049693992696
2005-06-30,TX,-0.666826113618733,1.8542499621610327,5.496671636873188,2.83615329614432,140.6069813197967,2.109413071145862,2.90225767943468
2005-09-30,TX,1.3175094395324378,1.6441857585745823,4.320632832740422,5.085929399707531,146.0468389054479,3.868838897322466,2.489458751777902
2005-12-31,TX,0.6029640328522875,1.9434984838731681,5.057878014674714,4.8951570628311565,148.79282888582873,1.8802118559776513,2.5113876412564062
2006-03-31,TX,0.4656304736882587,2.02197226554688,5.334184370585789,2.1144094588150746,153.12352532544196,2.9105545422059684,3.116820122844871
2006-06-30,TX,1.0332867837378763,2.0320366679858806,5.0111570100836635,2.711797812825474,156.857346187141,2.4384371074028723,2.8862845412978295
2006-09-30,TX,0.6369162995421662,1.7589073471396761,5.80755926731279,1.2741090028252464,161.1955915142647,2.7657265869766183,3.029746355056947
2006-12-31,TX,0.8903269970809724,2.4055072243603552,4.908912354281733,2.2924592276865914,165.64772394043788,2.761944284176786,3.327061240120922
2007-03-31,TX,0.9391542067168221,1.8430378926618118,4.95217473388014,4.00817600420157,167.83019377607056,1.317536869035064,0.2715389122024454
2007-06-30,TX,1.3271719628196137,0.8095718995745946,4.814366755372661,4.183372059214348,168.34549207555995,0.30703551482334746,0.257250448865588
2007-09-30,TX,-0.19728216234353235,0.7040132079133699,5.845417019812982,2.7778031719443197,169.9468075240285,0.9512077981570308,0.2502054933573216
2007-12-31,TX,0.5081820172674493,1.4200099702988247,5.787892016697013,0.8295587590432008,168.8313631326715,-0.6563491292410881,0.24184269683034945
2008-03-31,TX,0.24510049637440645,2.0487923055742012,5.857145974099754,3.638541752821165,166.91899951904415,-1.132706375251256,0.26362968437849493
2008-06-30,TX,0.32131321572928107,1.4338821704868834,5.5545971878941085,3.6509715927883852,163.73290078767207,-1.9087693675090405,0.273296099371966
2008-09-30,TX,-0.08440725740022195,1.9049114676260743,5.894319134984342,2.976592844113827,161.10479754617265,-1.6051161549428161,0.2419841633632291
2008-12-31,TX,1.2681539036534388,2.49374417178844,5.354460520703371,3.8428614280178577,160.30507322457447,-0.49640006615506094,0.2623152751747387
2009-03-31,TX,-0.749947572316611,1.8536931509114407,6.019142680753068,5.5669993847859285,158.5734675856395,-1.0801939103381706,0.23644613111242369
2009-06-30,TX,0.5944902884233119,1.0013972938504554,5.423362280817809,3.8530910982749553,156.05600270622026,-1.5875700504938672,0.24784636616974443
2009-09-30,TX,-0.1270624950654352,0.3412027217789686,5.6696944204568345,1.7503438297576768,152.79860053352232,-2.087328982038635,0.25132577844001935
2009-12-31,TX,1.1342443611309627,1.542765580781523,4.686022625559143,2.2202741638208368,150.47919322679067,-1.5179506216896383,0.2613032942645637
2010-03-31,TX,1.7709438233944488,2.3027137139026403,4.101570235675859,4.212594530281951,149.7589676159961,-0.47862139299822815,0.25308149124168133
2010-06-30,TX,2.0516514898022726,1.2937933829485249,4.637003318393777,3.200244437815994,149.3934711961483,-0.24405644995162756,0.2503384089491103
2010-09-30,TX,2.0986600287413517,1.7664854020685516,5.317950708854236,3.929969930923472,151.48047154590083,1.396982299857219,0.2690265223824829
2010-12-31,TX,3.2820961866870992,1.3175223932978986,4.672831251405199,4.862101560565204,154.95100245433338,2.291074798629031,0.25453207652762033
2011-03-31,TX,1.8215027945742264,1.8873639440424423,5.460994645050512,0.8219719258804368,157.89794693413623,1.9018557047873066,0.2617181401317716
2011-06-30,TX,0.8100363261792256,2.333265019129425,5.423162256175385,1.6321760497988307,163.70847551554965,3.6799266198420955,0.25461684885895364
2011-09-30,TX,0.04231011137836449,1.8153931557414442,5.807163172052079,0.9915734771468645,169.72229941619813,3.673495756227499,0.2559175128480938
2011-12-31,TX,0.7697361606503538,1.8543940397092709,5.745602162792076,2.358441758743025,178.44255737445732,5.137956525603682,0.26896053539748843
2012-03-31,TX,-0.5005137629454354,2.0210092760630736,6.3125663386453645,1.7411153016968808,186.11000681111136,4.296872646004546,0.2529836686194107
2012-06-30,TX,0.4585738597068046,1.5813521586642412,5.847902904853239,3.611698246137312,196.34520164054177,5.499540301354352,0.24559496810657666
2012-09-30,TX,0.09024955558142442,1.3747137574557882,6.232293205589602,2.1204687235086257,204.99309382951648,4.404432660802595,0.237052296353783
2012-12-31,TX,-0.7909957633772478,1.361727987290204,6.79257380483636,4.3964174698479,212.45121212019205,3.638229050232361,0.2457738546089557
2013-03-31,TX,-1.4157777524091646,2.561066249713784,6.742426497892931,2.106406361209696,219.09256883700033,3.126062049978307,0.2339996574156848
2013-06-30,TX,-1.6284634371019449,2.654750218533691,6.512312381933285,1.093961538092928,227.70926085947985,3.932900174670082,0.24988454291290407
2013-09-30,TX,-2.328758471459671,3.387828521654713,6.798730711881621,-0.6039155570020576,234.8210968809862,3.123208952794874,0.2370272158651764
2013-12-31,TX,-1.2188279174829246,2.329267216053953,6.699138199916307,3.0863680379409875,244.3889260602548,4.074518561727807,0.24430484342714848
2014-03-31,TX,-0.17174685068359097,1.472142243842082,6.401407356537673,3.5434338024835226,252.75461764786212,3.4231058348137733,0.23591110970031445
2014-06-30,TX,0.6467159543402302,2.298676229898703,6.116585225002168,3.0353732806753,264.66088544466027,4.71060347288531,0.23266891398612694
2014-09-30,TX,-0.04848607126342591,2.3073459703465886,6.010154694049197,2.6866682627258514,279.30074310307043,5.53155319261234,0.23817376253490624
2014-12-31,TX,0.21240456041603042,1.4666154920257464,5.325598557776019,3.160171634811735,296.7477503842514,6.246674136037843,0.2504533312789453
2015-03-31,TX,0.15284774023966374,2.902020625533166,5.425935092331926,2.895631023438451,315.5581597760737,6.33885492559425,0.2445200219481039
2015-06-30,TX,0.6602189442817842,4.15883382358472,5.620399937895586,4.56199184714763,335.9965989869934,6.4769167197017605,0.25954990523481986
2015-09-30,TX,0.8180429882590983,2.6245823718678185,5.278439475129365,2.0853470564876453,357.17415883398013,6.302908990994432,0.2641310081851721
2015-12-31,TX,0.6448537177742044,2.004168860296504,5.209354085779127,2.5652223711731823,387.1330129500544,8.387744010898505,0.2513698775817411
2016-03-31,TX,-1.0352767170301456,3.225381422199262,5.9575097078421715,2.007611203036234,416.5394999805005,7.595964706383729,0.23576947105070628
2016-06-30,TX,-0.8579577370561672,2.676945597880713,6.183147828903753,2.873160336084009,447.1677377088727,7.3530211972228265,0.2586980344863768
2016-09-30,TX,-0.5118692318293533,2.320510855461915,5.984806780618382,1.7505464532615487,474.2509666952131,6.05661515857676,0.25
2016-12-31,TX,-0.9141265774893421,2.834680605252844,6.6369292428975895,2.5369416143197845,500.4016384025478,5.514099821359139,0.3270899441812862
2017-03-31,TX,-0.8552290569937241,1.6503794081627947,6.217036820733265,3.4317946534932684,523.9720873242918,4.710306104709984,0.4625854264236987
2017-06-30,TX,-1.6380404599042313,0.4806485875994868,6.518659858661056,2.1831798065760886,549.3268965331608,4.838961811562429,0.5282609059991635
2017-09-30,TX,-1.4035126796150332,0.9174379015356631,6.288065541476227,-0.2133841873244502,579.7050796783253,5.5300738661957585,0.6307540368349451
2017-12-31,TX,-0.5777638820021515,1.6392501431991149,5.855494995871458,1.7112418551764228,608.2105428342419,4.9172353590094575,0.6566852873340251
2018-03-31,TX,1.2668129395616656,2.65351158882859,5.056906931819648,2.3820019034336393,640.6186168219061,5.328430157860085,0.7562488650472186
2018-06-30,TX,0.07660165385294349,1.9621668368842784,5.790504757729601,3.965143661387143,670.6253692284997,4.684027535049835,0.8646648292931894
2018-09-30,TX,0.034441901481339826,1.7413345006048062,6.0684171710203305,1.6224151731946255,705.6147436660225,5.217424816149613,0.9763781158687914
2018-12-31,TX,-0.7450659089938945,0.9434846587026008,5.905154637761736,0.08941414486161303,735.562698414193,4.2442359682815045,1.059586551667455
2019-03-31,TX,-0.5955990874689999,2.0878516998616807,6.120548837946583,3.40797729277169,777.0320782142484,5.637776343126104,1.2160415654250776
2019-06-30,TX,-0.5959050261348553,2.1893159289262436,5.933497425431768,2.2147051226428074,815.7863312380969,4.98747144556917,1.2456790814957384
2019-09-30,TX,0.24918021138506696,1.862480123881561,5.731471139902162,3.9187696303994635,869.5698389766711,6.592842473463425,1.4872384492230344
2019-12-31,TX,0.9537218106818721,1.8254933891220488,5.979037597171729,3.862203815791005,919.6004875831836,5.753494010945653,1.6538927810502648
2020-03-31,TX,0.7978597936357907,2.376213969062888,5.907008151705746,5.160764149077672,977.1228591287555,6.255148004189014,1.622775364752765
2020-06-30,TX,0.46690823946158516,1.7166363514605516,5.452538505075623,3.4903944383226344,1013.1773419720821,3.68986177188346,1.7117288111546791
2020-09-30,TX,1.2760105137164262,1.3637098563353751,5.184930887734571,1.8809314216770732,1052.1294354963266,3.844548423124696,1.6881353480857566
2020-12-31,TX,1.037040680292041,1.509071721166858,5.647294861712255,3.5855249374786213,1068.0163542515359,1.5099775958378228,1.7533367458214584
2021-03-31,TX,1.939081770311217,2.0250271882249598,5.596916425268447,0.5771436447631735,1091.9549288257276,2.2414052443015082,1.8308155809267876
2021-06-30,TX,0.05013162351535727,1.5891699980566998,6.0563406384146425,2.941388849879488,1107.1173516763413,1.3885575723275683,1.8863488015252428
2021-09-30,TX,1.4606688572573625,2.560547622131003,5.345968979269534,2.5585508567341555,1120.766492903716,1.232854060746842,2.081948096416148
2021-12-31,TX,0.5282860393704034,2.764140224515274,5.090458841740599,2.1438344023030314,1136.7059825920644,1.4221954161970005,2.2276185780801536
2022-03-31,TX,-0.49931920672772306,1.8913356608720744,5.438160767722709,-0.2067866442166122,1135.3650351839622,-0.11796783237158781,2.3107404188551333
2022-06-30,TX,-0.38532610711317533,2.174413641516778,6.03286405848827,4.986107630101332,1139.9014114661454,0.39955222695828096,2.435970013879246
2022-09-30,TX,-1.200690210777828,1.6048465977910835,6.792555364135195,3.3237643177879725,1148.845583225809,0.7846443271054033,2.432567408260834
2022-12-31,TX,-0.38533155154110443,1.7543612885585944,6.48340601383301,3.3336848217833532,1166.2359699772426,1.5137270844183932,2.554820430477935
2023-03-31,TX,-0.6398471705111142,2.016194453301883,6.177038415221325,3.5785345927459766,1190.204050674597,2.0551656195119934,2.664651848027563
2023-06-30,TX,-0.21800893549175787,2.560021099646054,5.816631863916677,0.47088490545020134,1207.510574322675,1.4540803854825413,2.742874842924804
2023-09-30,TX,-0.9344772235148605,3.012213216004236,6.7359253876588365,1.78838804924909,1210.5441096184209,0.25122225512993035,2.838789977232734
2023-12-31,TX,-0.8320830632091493,2.902846678874509,6.416635995184567,1.6740804659742579,1177.9106394990254,-2.6957687753882764,2.9960856186643237
2000-03-31,NY,0.0,2.0,5.671590419800623,2.2346742721410657,103.0,3.0,4.0
2000-06-30,NY,1.0530858597694557,2.0226939194506524,5.162199397888898,1.662909097068432,107.02120377011748,3.9040813302111435,3.784251756639204
2000-09-30,NY,1.7340721247533633,2.1687914203145855,4.7284978181767485,1.6645620682918971,113.00278849493932,5.589158516353782,3.6028834685995186
2000-12-31,NY,-0.07008210567952156,3.3471680242981723,5.06675938479137,0.5202296020907753,119.43311949134134,5.690417981756272,3.8047049754965885
2001-03-31,NY,-1.223572417159589,3.67613473177348,5.705683912483333,1.0413717369920334,124.09322212588474,3.901851223840163,3.743538452277005
2001-06-30,NY,-2.228557058390407,2.9351267246333874,6.859178281396652,4.593977668817336,126.7051921226291,2.1048450124815536,3.9515253601641724
2001-09-30,NY,-0.07296298766324139,1.9932811224429807,5.8648739126250256,2.7553325711796632,130.02270172886676,2.6182901826366076,4.179307901832165
